,0
0,59.654987684480794
1,59.68727334121615
2,59.646025621006594
3,59.76300818498033
4,59.64464684691456
5,59.9632294960151
6,59.672256129904916
7,59.682171835737016
8,59.69038952765244
9,59.61325664818159
10,59.559723443567286
11,59.68301899399141
12,59.54215422039383
13,59.43518295573966
14,59.881386067958225
15,59.539006395238125
16,59.46059721225404
17,59.7109699347936
18,59.65753286639559
19,59.28572173408314
20,59.705197625408886
21,59.72127445863671
22,59.542389609976595
23,59.670499685775056
24,59.69794321222588
25,59.82930751980086
26,59.59424998765927
27,59.87611647153445
28,60.04546364196129
29,59.98951864862791
30,59.90584465716579
31,59.97727848071568
32,59.911177077972894
33,59.92843311687628
34,59.93879338964148
35,59.95281432869795
36,59.93974375131372
37,59.913098473988725
38,59.89883589045278
39,59.93368922561821
40,59.928156038249526
41,59.93022887735893
42,59.9213660636501
43,59.86885616080475
44,59.93384021202459
45,59.87980790838692
46,59.90185088804948
47,59.94830474031278
48,59.98956662467993
49,59.98300222146586
50,59.9694327665784
51,59.982266326124694
52,59.9697533875292
53,59.875332008674064
54,59.76533799061953
55,59.818191271512354
56,59.80551996117619
57,59.82461058058502
58,59.89187022344345
59,59.97776151204535
60,59.98381068660091
61,59.769521064705756
62,59.8123494904672
63,59.906700426180066
64,59.761265493541096
65,59.73566593642358
66,59.88166534563451
67,59.99536923189449
68,59.93991890199842
69,59.97011891049059
70,59.98211377153943
71,59.99030957586725
72,59.99290692787147
73,60.011968478470386
74,60.03003375857852
75,60.070651508272206
76,60.053883204154424
77,60.05581614127435
78,60.02735510100839
79,60.01512917551683
80,60.00919341051786
81,60.0119848019654
82,60.02986054070512
83,60.025996374316634
84,60.021245270521845
85,60.04496379466212
86,60.02818822404254
87,60.02475277764876
88,60.01961077946803
89,60.03238614710801
90,60.04819022875698
91,60.15834505652859
92,60.126780909339246
93,60.12731752307159
94,60.13208383740318
95,60.11686109311905
96,60.0659984129332
97,60.06539066435424
98,60.05869560725446
99,60.09670535708948
100,60.07584243536492
101,60.08214003712694
102,60.0750311467487
103,60.0526271562503
104,60.06597874819945
105,60.084873404075296
106,60.06986269591404
107,60.08270205579879
108,60.09275355845256
109,60.05718573569007
110,60.08072521415255
111,60.048208926219374
112,60.08616922617145
113,60.081962069533354
114,60.04155111835092
115,59.99032037776385
116,60.01446129413966
117,59.98490449479874
118,60.001157087383454
119,60.00469303112626
120,60.0041430195178
121,60.01103537150871
122,59.99950569847764
123,59.99451406631476
124,59.99308823089904
125,59.99285192414056
126,59.98435145706238
127,59.99930215153484
128,60.000366575802474
129,59.99379079407602
130,60.006120523805336
131,60.00534422438471
132,60.00191875084825
133,60.00714913234325
134,60.00460541962515
135,59.99129052450548
136,59.9930745034402
137,59.97298189763578
138,59.990704929817994
139,59.99971075201539
140,59.98199456620444
141,59.985434002799835
142,59.98583261627012
143,59.977409606240194
144,60.000049331789775
145,60.00980636530234
146,59.963321560168446
147,59.98629726660582
148,59.987062884411536
149,59.99400610975699
150,59.98584842141531
151,59.997151439281424
152,59.995055228880446
153,59.989873340197505
154,59.984613026547784
155,59.99948498109894
156,59.99513364916727
157,59.98004834836708
158,59.99832453883015
159,60.000302069804036
160,59.98204092372747
161,60.003125603275336
162,59.977262731284206
163,59.999243425994116
164,59.994816515944486
165,59.998024277643026
166,59.98169243680229
167,59.97732561571922
168,59.99758646837103
169,59.9990435287412
170,59.98593212231019
171,59.977956283366
172,60.0003218935012
173,59.98892594432749
174,59.98535507201217
175,59.99686567851052
176,59.98863434086719
177,59.99171811692697
178,59.991937832293814
179,59.986371874070976
180,59.98419328783303
181,59.990494039889036
182,59.96624578543644
183,59.97995959231358
184,59.983913722791804
185,59.990423891841886
186,59.97746110323059
187,59.982919013800895
188,59.97602848215155
189,59.97863038353849
190,59.98517902543871
191,59.99269519030896
192,59.98959495386816
193,59.99695065972917
194,59.99198716407466
195,59.976707416781764
196,59.99284555437155
197,59.98258943444453
198,59.97826170826924
199,59.97208054567133
200,59.98069217571338
201,59.983279814309014
202,59.98703639259502
203,59.99816877317796
204,59.976684604930824
205,59.94882953596944
206,59.983863403194135
207,59.97344339320507
208,59.98899319908867
209,59.969730595293676
210,59.95982428952858
