,0
0,59.40929735577635
1,59.69016363543904
2,59.802947482207294
3,59.62801662269012
4,59.48369925103854
5,59.63414758857199
6,59.805786606045274
7,59.75484829747231
8,59.58601302441236
9,59.46171289856206
10,59.45353076777679
11,59.453946968724274
12,59.516492822347324
13,59.70611060511865
14,59.57415600060052
15,59.6862092643005
16,59.683879207495885
17,59.71207057661131
18,59.70677737740948
19,59.71220769886641
20,59.780700883705954
21,59.92984334788849
22,59.96528607643389
23,59.97638299575078
24,59.98389720593433
25,59.98650742024836
26,59.99811352954853
27,59.985898375563785
28,59.995683724376136
29,60.00375396740922
30,60.01877715864811
31,60.04169298917197
32,60.039745047732055
33,60.02740717856318
34,60.03292900426044
35,60.05604256801904
36,60.04549899388989
37,60.02765420430517
38,60.02396225456507
39,60.01188707951651
40,60.01067277906001
41,60.01699258378227
42,60.017812276902475
43,60.029132652384625
44,60.01502935826215
45,60.02892083954368
46,60.02841686715116
47,60.031188803820356
48,60.01423261254622
49,60.03941498082473
50,60.05147573070437
51,60.0386806915071
52,60.02126187017659
53,60.03138013491053
54,60.02131654443849
55,60.03182167264076
56,60.03552670981597
57,60.036810100714945
58,60.02351833302953
59,60.02012914283125
60,60.026418521366345
61,60.01264815959345
62,60.018475661348056
63,60.03055720050248
64,60.02049786615966
65,60.03082005700671
66,60.031076408892574
67,60.01418180744624
68,59.975134020615634
69,59.98019812009512
70,59.982025626067546
71,60.00166818392267
72,59.98237272880643
73,59.99114888260448
74,59.99242770935177
75,60.01626158087349
76,59.996452318600724
77,59.998526857428836
78,60.00583881571637
79,59.994851448736945
80,59.9810676476355
81,60.004363230296626
82,60.008321373311986
83,60.01302074684585
84,60.02839680173159
85,60.01810036188688
86,59.986407125257074
87,60.00967764458011
88,60.017147549962026
89,60.03481448944598
90,60.027720358848825
91,60.01981693717402
92,59.996745546085236
93,59.9887918229817
94,59.99467645893985
95,60.017143398687864
96,60.01214294270502
97,60.00498174773298
98,59.97690661700705
99,59.96410909778022
100,59.95254349311248
101,59.941931467192894
102,59.93708341600486
103,59.933941080146255
104,59.960132435171225
105,60.015993749983664
106,60.007477989637074
107,60.01560021293031
108,59.971002391139464
109,59.96677979250474
110,60.009843782540166
111,60.00205388953202
112,59.97647399462352
113,59.984306211271544
114,59.96622591085527
115,59.98420401478632
116,59.99928956419705
117,59.99808909785172
118,60.00320212303883
119,60.00254330597771
120,60.00479726728314
121,60.002838678154816
122,60.014622665272874
123,60.00621107660904
124,59.98939526038631
125,60.00647586311474
126,59.98942546326535
127,59.99255685030456
128,59.98488175103286
129,59.997674602028894
130,60.0021367515016
131,60.006234655202604
132,60.02469064671696
133,60.04585625883389
134,60.05760896600269
135,60.07221368592742
136,60.08358844640593
137,60.09149239357534
138,60.08390595266246
139,60.070776248321465
140,60.031161096538554
141,60.015638763239004
142,60.00081402535679
143,59.9755321627148
144,59.95484840404894
145,59.97723960000677
146,59.98135739113568
147,59.9686522704965
148,60.001418768104095
149,60.010729717679496
150,60.008466586439056
151,60.0004693228415
152,60.001890293484315
153,59.99668051170963
154,59.98538162752384
155,60.00102934524079
156,60.02553209835691
157,60.003450277453304
158,60.01843314059751
159,60.0055698192953
160,60.01012104392132
161,60.00472668884185
162,59.9903470611469
163,59.98856592518743
164,59.996087378994005
165,59.99680676627524
166,60.01299803890036
167,60.00234205648816
168,59.99767641753292
169,59.97387510375029
170,59.98665726577903
171,59.98484522994113
172,60.00108533103064
173,60.01946550033648
174,60.00662573103721
175,59.9927705641124
176,59.99707849897983
177,60.007302285627695
178,60.01068315184768
179,60.028871426245374
180,60.00505105347762
181,59.991911311271956
182,60.00449459408675
183,60.00124754991902
184,60.03009092020303
185,60.021973715505126
186,60.01672394937764
187,60.01219804428989
188,60.007683704791134
189,60.01073483097198
190,59.98256493836814
191,60.02277779683753
192,60.02480155262783
193,60.010312559573165
194,60.020797635388526
195,60.00893231853601
196,60.03540392485818
197,60.0359471459261
198,60.026849568125144
199,60.02104367921284
200,60.01368297614776
201,60.01170679054965
202,59.99367023130946
203,59.99908952657015
204,60.01804152573874
205,60.01344802334859
206,60.010195674761036
207,60.000751238961826
208,59.981563882580716
209,59.978462644070966
210,59.98991460253204
