,0
0,59.43196200620032
1,59.75982110587608
2,59.551327543265465
3,59.668325297376605
4,59.4487844324199
5,59.60242614861616
6,59.75927393476007
7,59.653910547011705
8,59.88401383066367
9,60.10779798273012
10,60.10951452282867
11,60.149848645304395
12,60.16301426134874
13,60.16599490775249
14,60.1669309414402
15,60.167204648773726
16,60.16722551876622
17,60.16672865248381
18,60.12448700053295
19,59.81370544390851
20,59.79854099036354
21,59.791947239769634
22,59.61099801866019
23,59.67532353975449
24,59.93533652878273
25,60.10343558527894
26,60.143374855679085
27,60.16953376565478
28,60.176950275593065
29,60.163052445849836
30,60.099146640745744
31,60.05432980485346
32,60.06833354199772
33,60.063193220420104
34,60.02685739533161
35,60.02012397268071
36,60.01937029484479
37,59.993089996173204
38,59.983844451398284
39,59.99525332114225
40,59.98161609357897
41,59.96978731406666
42,59.94057949402867
43,59.9241166535892
44,59.9594036787554
45,59.9872685769762
46,59.988468540356244
47,60.00430324969543
48,60.01201998164302
49,60.02301472862787
50,60.04327962014447
51,60.001759701137416
52,60.0086089538349
53,60.01037486197107
54,60.01068290005306
55,60.01682942234312
56,60.06006157881758
57,60.05382009719024
58,60.047142585120156
59,60.025402744134325
60,60.062322186711036
61,60.046494427241214
62,59.99349234186581
63,59.827054512160714
64,59.81996686036268
65,59.81886752958195
66,59.81858455808676
67,59.81883298800064
68,59.819271169187395
69,59.820877511925644
70,59.83121203580735
71,60.11385210787007
72,60.09036533173421
73,60.08188944195418
74,60.06253232225816
75,60.02458279297357
76,60.0051762497328
77,60.000626141491374
78,60.00756835706595
79,60.00106394419513
80,59.992114811781754
81,59.99009519784622
82,59.99477823146551
83,60.00208364953054
84,60.0058298187755
85,59.995002701515666
86,59.98013204289967
87,59.99431181757309
88,59.99312805256294
89,59.989406433514816
90,60.008048693977834
91,59.988264838375514
92,59.98326463170806
93,59.98430485418189
94,59.990384696023796
95,59.98724902847406
96,59.993794751095
97,59.99351315185003
98,59.98951793573341
99,60.008503258481085
100,59.99661490532412
101,59.98453835664023
102,59.97754258639302
103,59.97160138427239
104,59.97908109497603
105,60.00164684639501
106,59.99573875629429
107,60.00657416322218
108,59.99686872796727
109,59.97408091282791
110,59.973351762101466
111,59.977011975550816
112,59.97113615181179
113,59.9801478931761
114,59.98594947198671
115,59.989598299163625
116,59.99663567013925
117,59.97844582397434
118,59.978887584769836
119,59.992982743260676
120,59.98246555656942
121,59.984596741852826
122,59.988453940788126
123,59.99528774098882
124,59.9866686559778
125,59.98640273569668
126,59.984292268499374
127,59.97942343887853
128,59.98742780982122
129,59.99872110879144
130,59.99155957101919
131,59.98589224065863
132,59.982655989542145
133,59.984033151481995
134,59.9802014185445
135,59.97458575555534
136,59.98106202032196
137,59.987465353086904
138,60.00144025722157
139,59.99455719490581
140,59.98626291889216
141,59.994279082765715
142,59.99958379491998
143,59.997802006133284
144,60.006653478768044
145,59.99574282915993
146,59.98989486761329
147,60.00229768690713
148,60.003962086604055
149,59.99478745478377
150,59.997431646180765
151,59.98990100516862
152,59.987512060690904
153,59.986910046961405
154,59.99426024363591
155,60.007010669987444
156,60.007760456170665
157,59.99896722824143
158,59.99261016550388
159,59.99857541408068
160,59.995389348582435
161,60.00003900170652
162,59.994330532182836
163,59.999201012624994
164,59.9979140988728
165,60.002047922135596
166,60.004300692719845
167,60.003132141275316
168,60.00693187076005
169,59.993192377989196
170,59.98790358789034
171,59.98940874873153
172,59.96289219169596
173,59.954124966484855
174,59.911325192909835
175,59.87224798695429
176,59.86794015518792
177,59.85171297476275
178,59.779690813738156
179,59.70366787507464
180,59.718173454196155
181,59.721718327023176
182,59.77872894943318
183,59.86480989208835
184,59.94830650685627
185,60.00543398962162
186,59.98688364669115
187,60.001655557126405
188,59.999827892681324
189,59.996316122411685
190,59.99151820025132
191,60.005660393917594
192,59.9946279620887
193,59.99073657928065
194,59.999313795302314
195,59.999225065883984
196,59.988947624489924
197,59.98477630680768
198,59.98346662020204
199,59.99224837171018
200,59.9905828269638
201,59.9992223414324
202,59.99776475551891
203,59.99941933183513
204,60.00221551617399
205,59.99324283186622
206,59.99571646903233
207,59.986818555652945
208,59.98840193483469
209,59.99802729501023
210,59.992683021422145
