,0
0,59.66669814599522
1,59.589030968944236
2,59.60731829314368
3,59.79888632383077
4,59.40044446638789
5,59.59897219164516
6,59.52207736328767
7,59.46339372267112
8,59.52865274253713
9,59.586534820902784
10,59.55657271585321
11,59.63341659153083
12,59.56479003629453
13,59.496769238043306
14,59.56957836747924
15,59.54461043214211
16,59.61868284834844
17,59.901074899759685
18,59.59375102366777
19,59.733526504151776
20,59.47232171445548
21,59.61647443522958
22,59.51344266518204
23,59.790107243920055
24,59.58201693832544
25,59.55452500276681
26,59.595628305186736
27,59.706641331764196
28,59.887913478595
29,60.02911369660051
30,60.280720025183086
31,60.35292157584606
32,60.402694883253865
33,60.36677317916541
34,60.41304192413495
35,60.44128785769473
36,60.450906356792785
37,60.27345799578577
38,60.22910154453198
39,60.2103680142712
40,60.20234129476891
41,60.17238185661845
42,60.16755791578877
43,60.167277918803904
44,60.16353841951468
45,60.11884491990878
46,59.81123123051787
47,59.75866116662535
48,59.73676920736598
49,59.674585269974855
50,59.669127796952715
51,59.94702614023917
52,59.90511295194002
53,59.89052146448623
54,59.81883868351373
55,59.85720235499119
56,59.848552906315476
57,59.92024748678088
58,59.920673780766045
59,59.88657465912005
60,59.89859331006677
61,59.89631307174677
62,59.92291209538196
63,59.929081339014495
64,59.88881608954342
65,59.914514940590664
66,59.880507825055005
67,59.85916449459505
68,59.854802417862025
69,59.86153605350427
70,59.87599124533439
71,59.94751719112206
72,59.9340086524444
73,59.93525434560608
74,59.923689301973575
75,59.957673192342675
76,59.97765942599647
77,59.94923384917646
78,59.94065898479509
79,59.94995647970037
80,59.951735263339934
81,59.96720770439824
82,59.97646285677067
83,59.97098309364482
84,59.990860488839786
85,59.98361361870151
86,59.97237961147712
87,59.96252300680458
88,59.97056038286714
89,59.974797771719196
90,59.97411235079228
91,59.989930618747685
92,59.97705134022016
93,59.97055127548191
94,59.971928952239566
95,59.96970442635956
96,59.98242428965658
97,59.97297906272125
98,59.98015737527821
99,59.97710990293818
100,59.98887144338161
101,59.9716386555817
102,59.98077136974786
103,59.98072972836568
104,59.980327150379075
105,60.005192754410544
